"GCM"	"Year"	"Strat.dur"	"Temp_K"	"Model"	"Scenario"	"Lake"
"gfdl-esm4"	2017	213	300.788029487144	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2018	177	301.003875904838	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2019	204	300.873500001197	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2020	206	301.106170506153	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2021	208	301.164813701923	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2022	226	301.018186991194	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2023	208	301.124523749718	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2024	180	301.106150817871	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2025	213	300.887333543088	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2026	218	300.904653006737	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2027	195	300.981318703676	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2028	207	300.900469646362	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2029	218	300.836666282164	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2030	222	301.017086407086	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2031	207	301.163343346637	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2032	206	301.384330231009	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2033	365	301.075247150578	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2034	205	301.202249368807	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2035	182	301.297582605383	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2036	220	301.059562821822	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2037	234	301.159047444661	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2038	199	301.568240985199	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2039	218	301.377871872088	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2040	198	301.543308758976	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2041	214	301.390519329321	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2042	212	301.324283096026	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2043	217	301.349714428598	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2044	208	301.546029751117	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2045	198	301.593187736742	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2046	193	301.605145548292	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2047	191	301.435256558563	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2048	219	301.437922647555	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2049	209	301.618157929781	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2050	198	301.475985902728	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2051	227	301.436035559566	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2052	199	301.572141101013	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2053	191	301.467504531301	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2054	227	301.242470896717	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2055	193	301.317979565556	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2056	213	301.399809071715	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2057	190	301.555763003701	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2058	201	301.280170193952	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2059	218	301.107349220766	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2060	221	301.248307448167	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2061	216	301.469842981409	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2062	216	301.433685444019	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2063	204	301.492676379634	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2064	208	301.284606786875	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2065	216	301.309760058368	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2066	223	301.348170532774	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2067	197	301.664894994745	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2068	188	301.57085629727	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2069	212	301.505373109062	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2070	211	301.489947712252	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2071	213	301.623009480221	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2072	205	301.692722376381	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2073	194	301.679371470029	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2074	205	301.522723090939	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2075	205	301.48791712319	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2076	200	301.388099975586	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2077	220	301.21042841131	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2078	224	301.309995106288	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2079	200	301.45211517334	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2080	213	301.180995314334	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2081	211	301.306791911193	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2082	232	301.228815276047	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2083	206	301.331704297112	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2084	175	301.682479596819	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2085	193	301.32355526939	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2086	221	301.181914316583	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2087	204	301.632255255007	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2088	194	301.571329647733	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2089	187	301.494213573435	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2090	211	301.436321674365	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2091	189	301.499227210958	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2092	217	301.371792419715	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2093	207	301.464556560424	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2094	222	301.192505432679	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2095	212	301.319420148742	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2096	196	301.247780313297	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2097	216	301.324236975776	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2098	221	301.501471057737	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2099	211	301.59601437537	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2100	199	301.473653822089	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2015	196	300.467679549237	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2016	199	300.390267223569	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2017	222	300.403262851474	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2018	221	300.520023811996	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2019	216	300.74123594496	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2020	179	301.027425755336	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2021	218	300.885482788086	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2022	198	301.004420116694	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2023	194	300.840588599136	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2024	219	300.833255994265	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2025	218	300.95011957851	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2026	207	301.113391378651	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2027	197	301.113217271524	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2028	217	300.961811680948	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2029	186	301.126172137517	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2030	206	301.041462277903	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2031	213	300.985009421765	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2032	215	301.152814714299	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2033	223	301.321650894233	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2034	208	301.486835919894	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2035	203	301.327212328981	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2036	234	301.035936795748	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2037	146	300.940883270682	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2038	232	301.185771415974	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2039	221	301.297765119043	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2040	200	301.61845489502	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2041	191	301.108994888386	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2042	219	301.220411744836	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2043	194	301.266758240375	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2044	223	301.095126849119	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2045	203	301.544675780047	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2046	183	301.391136961557	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2047	201	301.424607917444	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2048	192	301.378213882446	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2049	196	301.554240168357	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2050	204	301.412962371228	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2051	212	301.459520160027	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2052	203	301.468360337131	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2053	212	301.401935217515	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2054	202	301.329382112711	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2055	219	301.223219640723	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2056	208	301.329057840201	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2057	207	301.372048493169	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2058	229	301.475406696703	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2059	210	301.622127859933	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2060	212	301.461434850153	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2061	194	301.425876420798	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2062	205	301.513654159918	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2063	220	301.298505054821	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2064	232	301.30419816642	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2065	222	301.469288731481	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2066	207	301.578696430593	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2067	178	301.623101223721	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2068	215	301.345172119141	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2069	208	301.322139886709	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2070	207	301.386077438576	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2071	215	301.442492959666	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2072	220	301.452823985707	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2073	211	301.473138312028	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2074	185	301.492886270059	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2075	193	301.337368979973	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2076	228	301.315158241674	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2077	207	301.434817106827	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2078	211	301.452488180585	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2079	214	301.343114122052	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2080	224	301.437937464033	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2081	216	301.499162038167	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2082	213	301.580249052092	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2083	196	301.295402993961	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2084	211	301.533560368687	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2085	192	301.598344484965	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2086	207	301.347054154401	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2087	207	301.149667638511	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2088	235	301.09992403071	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2089	209	301.31405814869	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2090	212	301.418274645535	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2091	190	301.482426693565	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2092	218	301.047541627096	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2093	214	301.270734270042	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2094	216	301.511116310402	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2095	197	301.607319633368	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2096	201	301.445298683584	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2097	201	300.914464087036	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2098	365	300.951570192102	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2099	365	301.052961877274	"simstrat-ler"	"ssp126"	"bosumtwi"
"ipsl-cm6a-lr"	2100	219	301.204598762129	"simstrat-ler"	"ssp126"	"bosumtwi"
"gfdl-esm4"	2015	199	300.559100740519	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2016	237	300.536275227865	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2017	209	300.734038576555	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2018	201	300.831035405249	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2019	201	300.770458012671	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2020	219	300.608675882697	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2021	215	301.004428455441	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2022	173	301.075393412155	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2023	192	300.979125817617	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2024	228	300.692715159634	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2025	202	300.98631709637	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2026	206	300.792054111518	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2027	217	300.678876182451	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2028	219	300.924351940416	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2029	208	301.048544076773	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2030	204	300.938554502001	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2031	224	300.975174631391	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2032	230	301.031648718792	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2033	196	301.250275748117	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2034	192	301.073146343231	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2035	221	301.167091197018	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2036	215	301.428665515988	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2037	211	301.294299229626	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2038	214	301.19312650021	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2039	207	301.06942070855	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2040	216	301.269107253463	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2041	215	301.083247269032	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2042	225	301.146342909071	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2043	212	301.250561408277	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2044	206	301.445757671467	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2045	222	301.253851813239	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2046	212	301.441386960587	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2047	222	301.347198348862	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2048	163	301.858528371238	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2049	194	301.718103467804	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2050	216	301.311120351156	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2051	178	301.333445173971	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2052	181	301.304707732648	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2053	218	301.242500095192	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2054	214	301.166696708893	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2055	198	301.344712690874	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2056	220	301.088446183638	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2057	208	301.59022639348	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2058	204	301.429049473183	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2059	205	301.680653939596	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2060	212	301.510811715756	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2061	187	301.385326528294	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2062	218	301.468711503055	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2063	212	301.512745695294	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2064	230	301.458874379034	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2065	207	301.721072874207	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2066	210	301.499890282041	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2067	210	301.435719517299	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2068	222	301.548459852064	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2069	204	301.693976159189	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2070	218	301.326344621291	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2071	199	301.518262240156	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2072	247	301.2720250427	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2073	220	301.707805425471	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2074	213	301.884929961442	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2075	209	301.854426333779	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2076	205	301.704503054735	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2077	220	301.801409495961	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2078	210	302.342785644531	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2079	218	302.027780935305	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2080	214	301.948925980898	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2081	215	302.035145178507	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2082	213	301.993981159909	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2083	219	301.951256042202	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2084	208	301.987235729511	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2085	219	301.869516311715	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2086	216	302.038519258852	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2087	227	302.330233939419	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2088	207	302.446130724921	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2089	215	302.160494072493	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2090	228	301.956018012867	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2091	225	302.196480712891	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2092	215	302.377488531068	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2093	218	302.426023710758	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2094	206	302.669155972675	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2095	203	302.585873458186	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2096	219	302.231196712686	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2097	205	302.553844321646	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2098	217	302.309668615666	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2099	229	302.387978499633	"simstrat-ler"	"ssp370"	"bosumtwi"
"gfdl-esm4"	2100	182	302.513137482025	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2015	203	300.461705550772	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2016	193	300.395104759098	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2017	365	300.406287958851	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2018	194	300.507907513491	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2019	191	300.731801137874	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2020	230	300.593600596552	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2021	211	300.887819986208	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2022	156	300.858833704239	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2023	193	300.653295803564	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2024	178	300.598320778836	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2025	365	300.488036356887	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2026	216	300.589477397777	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2027	191	300.897759722165	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2028	241	300.769332695799	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2029	221	301.050050347099	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2030	200	301.354225616455	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2031	202	301.01379772224	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2032	206	300.891219352056	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2033	213	300.941807706591	"simstrat-ler"	"ssp370"	"bosumtwi"
"ipsl-cm6a-lr"	2034	211	301.042583736763	"simstrat-ler"	"ssp370"	"bosumtwi"
